Cust_id,Date,Time,Name,Email,Phone,Sms-opt-out,Sms_opt_out
304,2023-07-05,17:05:15,Xander Harris,xander@sunnydale.high,805-555-1103,N,False
305,2023-09-18,21:30:40,Rupert Giles,giles@sunnydale.high,805-555-1104,Y,False
306,2023-11-03,07:55:05,Cordelia Chase,cordy@sunnydale.high,805-555-1105,N,False
307,2024-01-20,11:20:30,Angel,angel@sunnydale.high,805-555-1106,N,False
308,2024-03-15,15:45:55,Spike,spike@sunnydale.high,805-555-1107,N,False
309,2024-05-30,20:10:20,Anya Jenkins,anya@sunnydale.high,805-555-1108,N,False
310,2023-03-10,09:35:45,Tara M.,tara@sunnydale.high,805-555-1109,N,False
311,2023-06-22,13:00:10,Dawn Summers,dawn@sunnydale.high,805-555-1110,N,False
312,2023-01-18,10:20:35,Malcolm Reynolds,mal@serenity.ship,042-555-1201,N,False
313,2023-04-02,14:45:00,Zoe Washburne,zoe@serenity.ship,042-555-1202,N,False
314,2023-06-15,19:10:25,Hoban Washburne,wash@serenity.ship,042-555-1203,Y,False
315,2023-08-28,23:35:50,Jayne Cobb,jayne@serenity.ship,042-555-1204,N,False
316,2023-11-10,08:00:15,Kaylee Frye,kaylee@serenity.ship,042-555-1205,N,False
317,2024-02-23,12:25:40,Inara Serra,inara@serenity.ship,042-555-1206,N,False
318,2024-05-07,16:50:05,Simon Tam,simon@serenity.ship,042-555-1207,N,False
319,2023-02-05,11:15:30,River Tam,river@serenity.ship,042-555-1208,N,False
320,2023-05-20,15:40:55,Shepherd Book,book@serenity.ship,042-555-1209,N,False
321,2023-08-03,20:05:20,Serenity,serenity@serenity.ship,042-555-1210,N,False
322,2023-03-22,09:25:45,Fox Mulder,mulder@fbi.gov,202-555-1301,N,False
323,2023-07-05,13:50:10,Dana Scully,scully@fbi.gov,202-555-1302,N,False
324,2023-10-18,18:15:35,Walter Skinner,skinner@fbi.gov,202-555-1303,N,False
325,2024-01-31,22:40:00,Cigarette Smoking Man,csm@fbi.gov,202-555-1304,Y,False
326,2024-05-15,07:05:25,Alex Krycek,krycek@fbi.gov,202-555-1305,N,False
327,2023-04-10,10:30:50,John Doggett,doggett@fbi.gov,202-555-1306,N,False
328,2023-08-23,14:55:15,Monica Reyes,reyes@fbi.gov,202-555-1307,N,False
329,2023-12-06,19:20:40,Deep Throat,deepthroat@fbi.gov,202-555-1308,N,False
330,2023-02-01,08:45:05,The Lone Gunmen,lonegunmen@fbi.gov,202-555-1309,N,False
331,2023-06-16,13:10:30,Samantha M.,samantha@fbi.gov,202-555-1310,N,False
332,2023-01-16,08:30:15,Jack Shephard,jack@dharma.initiative,808-555-1401,N,False
333,2023-03-29,12:55:40,Kate Austen,kate@dharma.initiative,808-555-1402,N,False
334,2023-06-12,17:20:05,James Ford,sawyer@dharma.initiative,808-555-1403,N,False
335,2023-08-25,21:45:30,John Locke,locke@dharma.initiative,808-555-1404,Y,False
336,2023-11-08,07:10:55,Hugo Reyes,hurley@dharma.initiative,808-555-1405,N,False
337,2024-01-21,11:35:20,Sayid Jarrah,sayid@dharma.initiative,808-555-1406,N,False
338,2024-04-05,15:00:45,Claire Littleton,claire@dharma.initiative,808-555-1407,N,False
339,2024-06-18,19:25:10,Sun Kwon,sun@dharma.initiative,808-555-1408,N,False
340,2023-02-02,09:50:35,Jin Kwon,jin@dharma.initiative,808-555-1409,N,False
341,2023-04-17,14:15:00,Ben Linus,ben@dharma.initiative,808-555-1410,N,False
342,2023-02-14,08:25:20,Rue Bennett,rue@easthighland.high,626-555-1501,N,False
343,2023-05-27,12:50:45,Jules Vaughn,jules@easthighland.high,626-555-1502,N,False
344,2023-08-10,17:15:10,Nate Jacobs,nate@easthighland.high,626-555-1503,N,False
345,2023-10-23,21:40:35,Maddy Perez,maddy@easthighland.high,626-555-1504,Y,False
346,2023-12-06,07:05:00,Cassie Howard,cassie@easthighland.high,626-555-1505,N,False
347,2024-02-19,11:30:25,Lexi Howard,lexi@easthighland.high,626-555-1506,N,False
348,2024-05-03,15:55:50,Kat Hernandez,kat@easthighland.high,626-555-1507,N,False
349,2024-07-16,20:20:15,Fezco,fez@easthighland.high,626-555-1508,N,False
350,2023-03-05,09:45:40,Elliot,elliot@easthighland.high,626-555-1509,N,False
351,2023-06-18,14:10:05,Cal Jacobs,cal@easthighland.high,626-555-1510,N,False
352,2023-01-10,07:40:30,Dale Cooper,coop@twinpeaks.wa,206-555-1601,N,False
353,2023-03-23,12:05:55,Laura Palmer,laura@twinpeaks.wa,206-555-1602,N,False
354,2023-06-05,16:30:20,Audrey Horne,audrey@twinpeaks.wa,206-555-1603,N,False
355,2023-08-18,20:55:45,Donna Hayward,donna@twinpeaks.wa,206-555-1604,Y,False
356,2023-11-01,06:20:10,Shelly Johnson,shelly@twinpeaks.wa,206-555-1605,N,False
357,2024-01-14,10:45:35,Bobby Briggs,bobby@twinpeaks.wa,206-555-1606,N,False
358,2024-03-29,15:10:00,James Hurley,james@twinpeaks.wa,206-555-1607,N,False
359,2024-06-11,19:35:25,Log Lady,loglady@twinpeaks.wa,206-555-1608,N,False
360,2023-02-17,08:00:50,Leland Palmer,leland@twinpeaks.wa,206-555-1609,N,False
361,2023-05-02,13:25:15,Lucy Moran,lucy@twinpeaks.wa,206-555-1610,N,False
362,2023-02-10,08:15:25,Wednesday Addams,wednesday@nevermore.academy,914-555-1701,N,False
363,2023-04-23,12:40:50,Morticia Addams,morticia@nevermore.academy,914-555-1702,N,False
364,2023-07-06,17:05:15,Gomez Addams,gomez@nevermore.academy,914-555-1703,N,False
365,2023-09-19,21:30:40,Pugsley A.,pugsley@nevermore.academy,914-555-1704,Y,False
366,2023-12-02,06:55:05,Uncle Fester,fester@nevermore.academy,914-555-1705,N,False
367,2024-02-15,11:20:30,Enid Sinclair,enid@nevermore.academy,914-555-1706,N,False
368,2024-05-01,15:45:55,Xavier Thorpe,xavier@nevermore.academy,914-555-1707,N,False
369,2023-03-05,09:10:20,Bianca B.,bianca@nevermore.academy,914-555-1708,N,False
370,2023-05-18,13:35:45,Eugene O.,eugene@nevermore.academy,914-555-1709,N,False
371,2023-08-01,18:00:10,Principal Weems,weems@nevermore.academy,914-555-1710,N,False
372,2023-01-12,08:20:15,Josiah Bartlet,president@westwing.gov,202-555-1801,N,False
373,2023-03-25,12:45:40,Leo McGarry,leo@westwing.gov,202-555-1802,N,False
374,2023-06-08,17:10:05,Josh Lyman,josh@westwing.gov,202-555-1803,N,False
375,2023-08-21,21:35:30,C.J Cregg,cj@westwing.gov,202-555-1804,Y,False
376,2023-11-03,07:00:55,Toby Ziegler,toby@westwing.gov,202-555-1805,N,False
377,2024-01-16,11:25:20,Sam Seaborn,sam@westwing.gov,202-555-1806,N,False
378,2024-04-02,15:50:45,Donna Moss,donna@westwing.gov,202-555-1807,N,False
379,2024-06-15,20:15:10,Charlie Young,charlie@westwing.gov,202-555-1808,N,False
380,2023-02-05,09:40:35,Abbey Bartlet,abbey@westwing.gov,202-555-1809,N,False
381,2023-04-20,14:05:00,Will Bailey,will@westwing.gov,202-555-1810,N,False
382,2023-01-15,07:25:30,Liz Lemon,liz@tgs.nbc,212-555-1901,N,False
383,2023-03-28,11:50:55,Jack Donaghy,jack@tgs.nbc,212-555-1902,N,False
384,2023-06-10,16:15:20,Tracy Jordan,tracy@tgs.nbc,212-555-1903,N,False
385,2023-08-23,20:40:45,Jenna Maroney,jenna@tgs.nbc,212-555-1904,Y,False
386,2023-11-05,06:05:10,Kenneth Parcell,kenneth@tgs.nbc,212-555-1905,N,False
387,2024-01-18,10:30:35,Pete Hornberger,pete@tgs.nbc,212-555-1906,N,False
388,2024-04-04,14:55:00,Frank Rossitano,frank@tgs.nbc,212-555-1907,N,False
389,2024-06-17,19:20:25,Cerie,cerie@tgs.nbc,212-555-1908,N,False
390,2023-02-08,08:45:50,Dot Com,dotcom@tgs.nbc,212-555-1909,N,False
391,2023-04-23,13:10:15,Grizz,grizz@tgs.nbc,212-555-1910,N,False
392,2023-01-18,08:10:20,Dorothy Zbornak,dorothy@goldengirls.house,305-555-2001,N,False
393,2023-03-31,12:35:45,Rose Nylund,rose@goldengirls.house,305-555-2002,N,False
394,2023-06-13,17:00:10,Blanche Devereaux,blanche@goldengirls.house,305-555-2003,N,False
395,2023-08-26,21:25:35,Sophia Petrillo,sophia@goldengirls.house,305-555-2004,Y,False
396,2023-11-08,06:50:00,Stan Z.,stan@goldengirls.house,305-555-2005,N,False
397,2024-01-21,11:15:25,Miles Webber,miles@goldengirls.house,305-555-2006,N,False
398,2024-04-07,15:40:50,Big Daddy,bigdaddy@goldengirls.house,305-555-2007,N,False
399,2024-06-20,20:05:15,Harry Weston,harry@goldengirls.house,305-555-2008,N,False
400,2023-02-11,09:30:40,K McClanahan,katherine@goldengirls.house,305-555-2009,N,False
401,2023-04-26,13:55:05,Angela Petrillo,angela@goldengirls.house,305-555-2010,N,False
402,2023-01-12,08:15:25,Logan Roy,logan@waystarroyco.com,212-555-2101,N,False
403,2023-03-25,12:40:50,Kendall Roy,kendall@waystarroyco.com,212-555-2102,N,False
404,2023-06-08,17:05:15,Roman Roy,romulus@waystarroyco.com,212-555-2103,N,False
405,2023-08-21,21:30:40,Shiv Roy,shiv@waystarroyco.com,212-555-2104,Y,False
406,2023-11-03,07:55:05,Connor Roy,connor@waystarroyco.com,212-555-2105,N,False
407,2024-01-16,11:20:30,Tom Wambsgans,tom@waystarroyco.com,212-555-2106,N,False
408,2024-04-02,15:45:55,Greg Hirsch,cousingreg@waystarroyco.com,212-555-2107,N,False
409,2024-06-15,20:10:20,Gerri Kellman,gerri@waystarroyco.com,212-555-2108,N,False
410,2023-02-05,09:35:45,Marcia Roy,marcia@waystarroyco.com,212-555-2109,N,False
411,2023-04-20,14:00:10,Frank Vernon,frank@waystarroyco.com,212-555-2110,N,False
412,2023-01-15,07:20:15,Big Bird,bigbird@sesamestreet.org,212-555-2201,N,False
413,2023-03-28,11:45:40,Elmo,elmo@sesamestreet.org,212-555-2202,N,False
414,2023-06-10,16:10:05,Cookie Monster,cookie@sesamestreet.org,212-555-2203,N,False
415,2023-08-23,20:35:30,Oscar the Grouch,oscar@sesamestreet.org,212-555-2204,Y,False
416,2023-11-05,06:00:55,Grover,grover@sesamestreet.org,212-555-2205,N,False
417,2024-01-18,10:25:20,Bert,bert@sesamestreet.org,212-555-2206,N,False
418,2024-04-04,14:50:45,Ernie,ernie@sesamestreet.org,212-555-2207,N,False
419,2024-06-17,19:15:10,Count von Count,count@sesamestreet.org,212-555-2208,N,False
420,2023-02-08,08:40:35,Abby Cadabby,abby@sesamestreet.org,212-555-2209,N,False
421,2023-04-23,13:05:00,Rosita,rosita@sesamestreet.org,212-555-2210,N,False
422,2023-01-10,08:15:30,Sam Malone,sam@cheers.bar,617-555-2301,N,False
423,2023-03-23,12:40:55,Diane Chambers,diane@cheers.bar,617-555-2302,N,False
424,2023-06-05,17:05:20,Norm Peterson,norm@cheers.bar,617-555-2303,N,False
425,2023-08-18,21:30:45,Cliff Clavin,cliff@cheers.bar,617-555-2304,Y,False
426,2023-11-01,06:55:10,Carla T.,carla@cheers.bar,617-555-2305,N,False
427,2024-01-14,11:20:35,Frasier Crane,frasier@cheers.bar,617-555-2306,N,False
428,2024-03-29,15:45:00,Woody Boyd,woody@cheers.bar,617-555-2307,N,False
429,2024-06-11,20:10:25,Lilith S.,lilith@cheers.bar,617-555-2308,N,False
430,2023-02-17,09:35:50,Rebecca Howe,rebecca@cheers.bar,617-555-2309,N,False
431,2023-05-02,13:00:15,Coach,coach@cheers.bar,617-555-2310,N,False
432,2023-01-05,07:30:20,Jerry Seinfeld,jerry@vandelayindustries.com,212-555-2401,N,False
433,2023-03-18,11:55:45,George Costanza,george@vandelayindustries.com,212-555-2402,N,False
434,2023-06-01,16:20:10,Elaine Benes,elaine@vandelayindustries.com,212-555-2403,N,False
435,2023-08-14,20:45:35,Kramer,kramer@vandelayindustries.com,212-555-2404,Y,False
436,2023-10-27,06:10:00,Newman,newman@vandelayindustries.com,212-555-2405,N,False
437,2024-01-09,10:35:25,Frank Costanza,serenitynow@vandelayindustries.com,212-555-2406,N,False
438,2024-03-24,15:00:50,Estelle C.,estelle@vandelayindustries.com,212-555-2407,N,False
439,2024-06-06,19:25:15,David Puddy,puddy@vandelayindustries.com,212-555-2408,N,False
440,2023-02-13,08:50:40,Jackie Chiles,jackie@vandelayindustries.com,212-555-2409,N,False
441,2023-04-28,13:15:05,Uncle Leo,hello@vandelayindustries.com,212-555-2410,N,False
442,2023-02-10,08:25:15,Carrie Bradshaw,carrie@manhattan.nyc,212-555-2501,N,False
443,2023-04-23,12:50:40,Miranda Hobbes,miranda@manhattan.nyc,212-555-2502,N,False
444,2023-07-06,17:15:05,Charlotte York,charlotte@manhattan.nyc,212-555-2503,N,False
445,2023-09-19,21:40:30,Samantha Jones,samantha@manhattan.nyc,212-555-2504,Y,False
446,2023-12-02,07:05:55,Mr Big,mrbig@manhattan.nyc,212-555-2505,N,False
447,2024-02-15,11:30:20,Stanford Blatch,stanford@manhattan.nyc,212-555-2506,N,False
448,2024-05-01,15:55:45,Steve Brady,steve@manhattan.nyc,212-555-2507,N,False
449,2023-03-05,09:20:10,Harry Goldenblatt,harry@manhattan.nyc,212-555-2508,N,False
450,2023-05-18,13:45:35,Aidan Shaw,aidan@manhattan.nyc,212-555-2509,N,False
451,2023-08-01,18:10:00,Smith Jerrod,smith@manhattan.nyc,212-555-2510,N,False
452,2023-01-15,08:30:25,Walter White,heisenberg@lospolloshermanos.biz,505-555-2601,N,False
453,2023-03-28,12:55:50,Jesse Pinkman,jesse@lospolloshermanos.biz,505-555-2602,N,False
454,2023-06-10,17:20:15,Saul Goodman,saul@lospolloshermanos.biz,505-555-2603,N,False
455,2023-08-23,21:45:40,Gus Fring,gus@lospolloshermanos.biz,505-555-2604,Y,False
456,2023-11-05,07:10:05,Mike Ehrmantraut,mike@lospolloshermanos.biz,505-555-2605,N,False
457,2024-01-18,11:35:30,Skyler White,skyler@lospolloshermanos.biz,505-555-2606,N,False
458,2024-04-04,15:00:55,Kim Wexler,kim@lospolloshermanos.biz,505-555-2607,N,False
459,2024-06-17,19:25:20,Jimmy McGill,jimmy@lospolloshermanos.biz,505-555-2608,N,False
460,2023-02-08,09:50:45,Hank Schrader,hank@lospolloshermanos.biz,505-555-2609,N,False
461,2023-04-23,14:15:10,Lydia Rodarte-Quayle,lydia@lospolloshermanos.biz,505-555-2610,N,False
462,2023-02-12,08:35:15,Jimmy McNulty,mcnulty@westbaltimore.net,410-555-2701,N,False
463,2023-04-25,13:00:40,Lester Freamon,lester@westbaltimore.net,410-555-2702,N,False
464,2023-07-08,17:25:05,Kima Greggs,kima@westbaltimore.net,410-555-2703,N,False
465,2023-09-21,21:50:30,Bunk Moreland,bunk@westbaltimore.net,410-555-2704,Y,False
466,2023-12-04,07:15:55,Stringer Bell,stringer@westbaltimore.net,410-555-2705,N,False
467,2024-02-17,11:40:20,Avon Barksdale,avon@westbaltimore.net,410-555-2706,N,False
468,2024-05-03,16:05:45,Omar Little,omar@westbaltimore.net,410-555-2707,N,False
469,2024-07-16,20:30:10,Marlo Stanfield,marlo@westbaltimore.net,410-555-2708,N,False
470,2023-03-06,09:55:35,Bubbles,bubbles@westbaltimore.net,410-555-2709,N,False
471,2023-06-19,14:20:00,Cedric Daniels,daniels@westbaltimore.net,410-555-2710,N,False
472,2023-01-20,08:20:30,Tony Soprano,tony@northjersey.net,201-555-2801,N,False
473,2023-04-02,12:45:55,Carmela Soprano,carmela@northjersey.net,201-555-2802,N,False
474,2023-06-15,17:10:20,Christopher Moltisanti,chrism@northjersey.net,201-555-2803,N,False
475,2023-08-28,21:35:45,Paulie Gualtieri,paulie@northjersey.net,201-555-2804,Y,False
476,2023-11-10,07:00:10,Silvio Dante,silvio@northjersey.net,201-555-2805,N,False
477,2024-01-23,11:25:35,Meadow Soprano,meadow@northjersey.net,201-555-2806,N,False
478,2024-04-08,15:50:00,AJ Soprano,aj@northjersey.net,201-555-2807,N,False
479,2024-06-21,20:15:25,Dr Melfi,melfi@northjersey.net,201-555-2808,N,False
480,2023-02-14,09:40:50,Junior Soprano,junior@northjersey.net,201-555-2809,N,False
481,2023-05-29,14:05:15,Adriana La Cerva,adriana@northjersey.net,201-555-2810,N,False
482,2023-01-10,08:15:20,Don Draper,don@sterlingcooper.com,212-555-2901,N,False
483,2023-03-23,12:40:45,Peggy Olson,peggy@sterlingcooper.com,212-555-2902,N,False
484,2023-06-05,17:05:10,Roger Sterling,roger@sterlingcooper.com,212-555-2903,N,False
485,2023-08-18,21:30:35,Joan Holloway,joan@sterlingcooper.com,212-555-2904,Y,False
486,2023-11-01,06:55:00,Pete Campbell,pete@sterlingcooper.com,212-555-2905,N,False
487,2024-01-14,11:20:15,Betty Draper,betty@sterlingcooper.com,212-555-2906,N,False
488,2024-03-29,15:45:30,Sally Draper,sally@sterlingcooper.com,212-555-2907,N,False
489,2024-06-11,20:10:45,Bert Cooper,bert@sterlingcooper.com,212-555-2908,N,False
490,2023-02-17,09:35:00,Ken Cosgrove,ken@sterlingcooper.com,212-555-2909,N,False
491,2023-05-02,13:59:15,Harry Crane,harry@sterlingcooper.com,212-555-2910,N,False
492,2023-01-15,07:30:25,Lucy Ricardo,lucy@ricardoproductions.tv,212-555-3001,N,False
493,2023-03-28,11:55:40,Ricky Ricardo,ricky@ricardoproductions.tv,212-555-3002,N,False
494,2023-06-10,16:20:55,Ethel Mertz,ethel@ricardoproductions.tv,212-555-3003,N,False
495,2023-08-23,20:45:10,Fred Mertz,fred@ricardoproductions.tv,212-555-3004,Y,False
496,2023-11-05,06:10:25,Little Ricky,littlericky@ricardoproductions.tv,212-555-3005,N,False
497,2024-01-18,10:35:40,Mrs Trumbull,trumbull@ricardoproductions.tv,212-555-3006,N,False
498,2024-04-04,14:59:55,Marion Strong,marion@ricardoproductions.tv,212-555-3007,N,False
499,2024-06-17,19:25:10,Caroline Appleby,caroline@ricardoproductions.tv,212-555-3008,N,False
500,2023-02-08,08:50:25,Jerry,jerry@ricardoproductions.tv,212-555-3009,N,False
501,2023-04-23,13:15:40,Betty Ramsey,betty@ricardoproductions.tv,212-555-3010,N,False
502,2023-01-12,08:15:30,SpongeBob SquarePants,spongebob@bikinibottom.net,555-555-3101,N,False
503,2023-03-25,12:40:45,Patrick Star,patrick@bikinibottom.net,555-555-3102,N,False
504,2023-06-08,17:05:00,Squidward Tentacles,squidward@bikinibottom.net,555-555-3103,N,False
505,2023-08-21,21:29:15,Mr Krabs,krabs@bikinibottom.net,555-555-3104,Y,False
506,2023-11-03,06:54:30,Sandy Cheeks,sandy@bikinibottom.net,555-555-3105,N,False
507,2024-01-16,11:19:45,Plankton,plankton@bikinibottom.net,555-555-3106,N,False
508,2024-04-02,15:44:00,Gary,meow@bikinibottom.net,555-555-3107,N,False
509,2024-06-15,20:08:15,Mrs Puff,puff@bikinibottom.net,555-555-3108,N,False
510,2023-02-05,09:33:30,Karen,karen@bikinibottom.net,555-555-3109,N,False
511,2023-04-20,13:57:45,Pearl Krabs,pearl@bikinibottom.net,555-555-3110,N,False
512,2023-02-10,08:25:15,Phineas Flynn,phineas@danvillekids.com,555-555-3201,N,False
513,2023-04-23,12:50:30,Ferb Fletcher,ferb@danvillekids.com,555-555-3202,N,False
514,2023-07-06,17:15:45,Candace Flynn,candace@danvillekids.com,555-555-3203,N,False
515,2023-09-19,21:40:00,Isabella G.,isabella@danvillekids.com,555-555-3204,Y,False
516,2023-12-02,07:05:15,Dr Doofenshmirtz,doof@danvillekids.com,555-555-3205,N,False
517,2024-02-15,11:30:30,Perry the Platypus,agentp@danvillekids.com,555-555-3206,N,False
518,2024-05-01,15:55:45,Baljeet,baljeet@danvillekids.com,555-555-3207,N,False
519,2023-03-05,09:20:00,Buford,buford@danvillekids.com,555-555-3208,N,False
520,2023-05-18,13:45:15,Vanessa D.,vanessa@danvillekids.com,555-555-3209,N,False
521,2023-08-01,18:10:30,Linda Flynn-Fletcher,linda@danvillekids.com,555-555-3210,N,False
